,fecha,cod_ine,CCAA,total_casos,Province,Country,Full Location
991,2020-05-12,10,C. Valenciana,13990,Valencia,Spain,"Valencia, Spain"
992,2020-05-13,10,C. Valenciana,14101,Valencia,Spain,"Valencia, Spain"
993,2020-05-14,10,C. Valenciana,14202,Valencia,Spain,"Valencia, Spain"
994,2020-05-15,10,C. Valenciana,14438,Valencia,Spain,"Valencia, Spain"
995,2020-05-16,10,C. Valenciana,14571,Valencia,Spain,"Valencia, Spain"
996,2020-05-17,10,C. Valenciana,14701,Valencia,Spain,"Valencia, Spain"
997,2020-05-18,10,C. Valenciana,14736,Valencia,Spain,"Valencia, Spain"
998,2020-05-19,10,C. Valenciana,14737,Valencia,Spain,"Valencia, Spain"
999,2020-05-20,10,C. Valenciana,14759,Valencia,Spain,"Valencia, Spain"
1000,2020-05-21,10,C. Valenciana,14797,Valencia,Spain,"Valencia, Spain"
1001,2020-02-21,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1002,2020-02-22,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1003,2020-02-23,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1004,2020-02-24,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1005,2020-02-25,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1006,2020-02-26,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1007,2020-02-27,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1008,2020-02-28,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1009,2020-02-29,11,Extremadura,0,Extremadura,Spain,"Extremadura, Spain"
1010,2020-03-01,11,Extremadura,4,Extremadura,Spain,"Extremadura, Spain"
1011,2020-03-02,11,Extremadura,6,Extremadura,Spain,"Extremadura, Spain"
1012,2020-03-03,11,Extremadura,6,Extremadura,Spain,"Extremadura, Spain"
1013,2020-03-04,11,Extremadura,6,Extremadura,Spain,"Extremadura, Spain"
1014,2020-03-05,11,Extremadura,6,Extremadura,Spain,"Extremadura, Spain"
1015,2020-03-06,11,Extremadura,6,Extremadura,Spain,"Extremadura, Spain"
1016,2020-03-07,11,Extremadura,6,Extremadura,Spain,"Extremadura, Spain"
1017,2020-03-08,11,Extremadura,6,Extremadura,Spain,"Extremadura, Spain"
1018,2020-03-09,11,Extremadura,7,Extremadura,Spain,"Extremadura, Spain"
1019,2020-03-10,11,Extremadura,8,Extremadura,Spain,"Extremadura, Spain"
1020,2020-03-11,11,Extremadura,9,Extremadura,Spain,"Extremadura, Spain"
1021,2020-03-12,11,Extremadura,19,Extremadura,Spain,"Extremadura, Spain"
1022,2020-03-13,11,Extremadura,39,Extremadura,Spain,"Extremadura, Spain"
1023,2020-03-14,11,Extremadura,66,Extremadura,Spain,"Extremadura, Spain"
1024,2020-03-15,11,Extremadura,95,Extremadura,Spain,"Extremadura, Spain"
1025,2020-03-16,11,Extremadura,111,Extremadura,Spain,"Extremadura, Spain"
1026,2020-03-17,11,Extremadura,153,Extremadura,Spain,"Extremadura, Spain"
1027,2020-03-18,11,Extremadura,194,Extremadura,Spain,"Extremadura, Spain"
1028,2020-03-19,11,Extremadura,241,Extremadura,Spain,"Extremadura, Spain"
1029,2020-03-20,11,Extremadura,297,Extremadura,Spain,"Extremadura, Spain"
1030,2020-03-21,11,Extremadura,354,Extremadura,Spain,"Extremadura, Spain"
1031,2020-03-22,11,Extremadura,384,Extremadura,Spain,"Extremadura, Spain"
1032,2020-03-23,11,Extremadura,493,Extremadura,Spain,"Extremadura, Spain"
1033,2020-03-24,11,Extremadura,636,Extremadura,Spain,"Extremadura, Spain"
1034,2020-03-25,11,Extremadura,742,Extremadura,Spain,"Extremadura, Spain"
1035,2020-03-26,11,Extremadura,969,Extremadura,Spain,"Extremadura, Spain"
1036,2020-03-27,11,Extremadura,1231,Extremadura,Spain,"Extremadura, Spain"
1037,2020-03-28,11,Extremadura,1394,Extremadura,Spain,"Extremadura, Spain"
1038,2020-03-29,11,Extremadura,1456,Extremadura,Spain,"Extremadura, Spain"
1039,2020-03-30,11,Extremadura,1560,Extremadura,Spain,"Extremadura, Spain"
1040,2020-03-31,11,Extremadura,1628,Extremadura,Spain,"Extremadura, Spain"
1041,2020-04-01,11,Extremadura,1679,Extremadura,Spain,"Extremadura, Spain"
1042,2020-04-02,11,Extremadura,1837,Extremadura,Spain,"Extremadura, Spain"
1043,2020-04-03,11,Extremadura,1893,Extremadura,Spain,"Extremadura, Spain"
1044,2020-04-04,11,Extremadura,1979,Extremadura,Spain,"Extremadura, Spain"
1045,2020-04-05,11,Extremadura,2047,Extremadura,Spain,"Extremadura, Spain"
1046,2020-04-06,11,Extremadura,2068,Extremadura,Spain,"Extremadura, Spain"
1047,2020-04-07,11,Extremadura,2116,Extremadura,Spain,"Extremadura, Spain"
1048,2020-04-08,11,Extremadura,2184,Extremadura,Spain,"Extremadura, Spain"
1049,2020-04-09,11,Extremadura,2273,Extremadura,Spain,"Extremadura, Spain"
1050,2020-04-10,11,Extremadura,2332,Extremadura,Spain,"Extremadura, Spain"
1051,2020-04-11,11,Extremadura,2486,Extremadura,Spain,"Extremadura, Spain"
1052,2020-04-12,11,Extremadura,2580,Extremadura,Spain,"Extremadura, Spain"
1053,2020-04-13,11,Extremadura,2658,Extremadura,Spain,"Extremadura, Spain"
1054,2020-04-14,11,Extremadura,2684,Extremadura,Spain,"Extremadura, Spain"
1055,2020-04-15,11,Extremadura,2762,Extremadura,Spain,"Extremadura, Spain"
1056,2020-04-16,11,Extremadura,2881,Extremadura,Spain,"Extremadura, Spain"
1057,2020-04-17,11,Extremadura,3019,Extremadura,Spain,"Extremadura, Spain"
1058,2020-04-18,11,Extremadura,3131,Extremadura,Spain,"Extremadura, Spain"
1059,2020-04-19,11,Extremadura,3192,Extremadura,Spain,"Extremadura, Spain"
1060,2020-04-20,11,Extremadura,3243,Extremadura,Spain,"Extremadura, Spain"
1061,2020-04-21,11,Extremadura,3243,Extremadura,Spain,"Extremadura, Spain"
1062,2020-04-22,11,Extremadura,3243,Extremadura,Spain,"Extremadura, Spain"
1063,2020-04-23,11,Extremadura,3366,Extremadura,Spain,"Extremadura, Spain"
1064,2020-04-24,11,Extremadura,3403,Extremadura,Spain,"Extremadura, Spain"
1065,2020-04-25,11,Extremadura,3458,Extremadura,Spain,"Extremadura, Spain"
1066,2020-04-26,11,Extremadura,3465,Extremadura,Spain,"Extremadura, Spain"
1067,2020-04-27,11,Extremadura,3480,Extremadura,Spain,"Extremadura, Spain"
1068,2020-04-28,11,Extremadura,3487,Extremadura,Spain,"Extremadura, Spain"
1069,2020-04-29,11,Extremadura,3513,Extremadura,Spain,"Extremadura, Spain"
1070,2020-04-30,11,Extremadura,3538,Extremadura,Spain,"Extremadura, Spain"
1071,2020-05-01,11,Extremadura,3630,Extremadura,Spain,"Extremadura, Spain"
1072,2020-05-02,11,Extremadura,3690,Extremadura,Spain,"Extremadura, Spain"
1073,2020-05-03,11,Extremadura,3712,Extremadura,Spain,"Extremadura, Spain"
1074,2020-05-04,11,Extremadura,3722,Extremadura,Spain,"Extremadura, Spain"
1075,2020-05-05,11,Extremadura,3728,Extremadura,Spain,"Extremadura, Spain"
1076,2020-05-06,11,Extremadura,3746,Extremadura,Spain,"Extremadura, Spain"
1077,2020-05-07,11,Extremadura,3808,Extremadura,Spain,"Extremadura, Spain"
1078,2020-05-08,11,Extremadura,3853,Extremadura,Spain,"Extremadura, Spain"
1079,2020-05-09,11,Extremadura,3886,Extremadura,Spain,"Extremadura, Spain"
1080,2020-05-10,11,Extremadura,3903,Extremadura,Spain,"Extremadura, Spain"
1081,2020-05-11,11,Extremadura,3919,Extremadura,Spain,"Extremadura, Spain"
1082,2020-05-12,11,Extremadura,3920,Extremadura,Spain,"Extremadura, Spain"
1083,2020-05-13,11,Extremadura,3922,Extremadura,Spain,"Extremadura, Spain"
1084,2020-05-14,11,Extremadura,3926,Extremadura,Spain,"Extremadura, Spain"
1085,2020-05-15,11,Extremadura,3934,Extremadura,Spain,"Extremadura, Spain"
1086,2020-05-16,11,Extremadura,3945,Extremadura,Spain,"Extremadura, Spain"
1087,2020-05-17,11,Extremadura,3948,Extremadura,Spain,"Extremadura, Spain"
1088,2020-05-18,11,Extremadura,3949,Extremadura,Spain,"Extremadura, Spain"
1089,2020-05-19,11,Extremadura,4039,Extremadura,Spain,"Extremadura, Spain"
1090,2020-05-20,11,Extremadura,4041,Extremadura,Spain,"Extremadura, Spain"
1091,2020-05-21,11,Extremadura,4043,Extremadura,Spain,"Extremadura, Spain"
1092,2020-02-21,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1093,2020-02-22,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1094,2020-02-23,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1095,2020-02-24,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1096,2020-02-25,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1097,2020-02-26,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1098,2020-02-27,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1099,2020-02-28,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1100,2020-02-29,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1101,2020-03-01,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1102,2020-03-02,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1103,2020-03-03,12,Galicia,0,Galicia,Spain,"Galicia, Spain"
1104,2020-03-04,12,Galicia,1,Galicia,Spain,"Galicia, Spain"
1105,2020-03-05,12,Galicia,1,Galicia,Spain,"Galicia, Spain"
1106,2020-03-06,12,Galicia,3,Galicia,Spain,"Galicia, Spain"
1107,2020-03-07,12,Galicia,3,Galicia,Spain,"Galicia, Spain"
1108,2020-03-08,12,Galicia,5,Galicia,Spain,"Galicia, Spain"
1109,2020-03-09,12,Galicia,6,Galicia,Spain,"Galicia, Spain"
1110,2020-03-10,12,Galicia,22,Galicia,Spain,"Galicia, Spain"
1111,2020-03-11,12,Galicia,35,Galicia,Spain,"Galicia, Spain"
1112,2020-03-12,12,Galicia,35,Galicia,Spain,"Galicia, Spain"
1113,2020-03-13,12,Galicia,85,Galicia,Spain,"Galicia, Spain"
1114,2020-03-14,12,Galicia,115,Galicia,Spain,"Galicia, Spain"
1115,2020-03-15,12,Galicia,195,Galicia,Spain,"Galicia, Spain"
1116,2020-03-16,12,Galicia,245,Galicia,Spain,"Galicia, Spain"
1117,2020-03-17,12,Galicia,292,Galicia,Spain,"Galicia, Spain"
1118,2020-03-18,12,Galicia,341,Galicia,Spain,"Galicia, Spain"
1119,2020-03-19,12,Galicia,453,Galicia,Spain,"Galicia, Spain"
1120,2020-03-20,12,Galicia,578,Galicia,Spain,"Galicia, Spain"
1121,2020-03-21,12,Galicia,739,Galicia,Spain,"Galicia, Spain"
1122,2020-03-22,12,Galicia,915,Galicia,Spain,"Galicia, Spain"
1123,2020-03-23,12,Galicia,1208,Galicia,Spain,"Galicia, Spain"
1124,2020-03-24,12,Galicia,1415,Galicia,Spain,"Galicia, Spain"
1125,2020-03-25,12,Galicia,1653,Galicia,Spain,"Galicia, Spain"
1126,2020-03-26,12,Galicia,1915,Galicia,Spain,"Galicia, Spain"
1127,2020-03-27,12,Galicia,2322,Galicia,Spain,"Galicia, Spain"
1128,2020-03-28,12,Galicia,2772,Galicia,Spain,"Galicia, Spain"
1129,2020-03-29,12,Galicia,3139,Galicia,Spain,"Galicia, Spain"
1130,2020-03-30,12,Galicia,3723,Galicia,Spain,"Galicia, Spain"
1131,2020-03-31,12,Galicia,4039,Galicia,Spain,"Galicia, Spain"
1132,2020-04-01,12,Galicia,4432,Galicia,Spain,"Galicia, Spain"
1133,2020-04-02,12,Galicia,4842,Galicia,Spain,"Galicia, Spain"
1134,2020-04-03,12,Galicia,5219,Galicia,Spain,"Galicia, Spain"
1135,2020-04-04,12,Galicia,5625,Galicia,Spain,"Galicia, Spain"
1136,2020-04-05,12,Galicia,5944,Galicia,Spain,"Galicia, Spain"
1137,2020-04-06,12,Galicia,6151,Galicia,Spain,"Galicia, Spain"
1138,2020-04-07,12,Galicia,6331,Galicia,Spain,"Galicia, Spain"
1139,2020-04-08,12,Galicia,6538,Galicia,Spain,"Galicia, Spain"
1140,2020-04-09,12,Galicia,6758,Galicia,Spain,"Galicia, Spain"
1141,2020-04-10,12,Galicia,6946,Galicia,Spain,"Galicia, Spain"
1142,2020-04-11,12,Galicia,7176,Galicia,Spain,"Galicia, Spain"
1143,2020-04-12,12,Galicia,7336,Galicia,Spain,"Galicia, Spain"
1144,2020-04-13,12,Galicia,7494,Galicia,Spain,"Galicia, Spain"
1145,2020-04-14,12,Galicia,7597,Galicia,Spain,"Galicia, Spain"
1146,2020-04-15,12,Galicia,7708,Galicia,Spain,"Galicia, Spain"
1147,2020-04-16,12,Galicia,7873,Galicia,Spain,"Galicia, Spain"
1148,2020-04-17,12,Galicia,8013,Galicia,Spain,"Galicia, Spain"
1149,2020-04-18,12,Galicia,8084,Galicia,Spain,"Galicia, Spain"
1150,2020-04-19,12,Galicia,8185,Galicia,Spain,"Galicia, Spain"
1151,2020-04-20,12,Galicia,8299,Galicia,Spain,"Galicia, Spain"
1152,2020-04-21,12,Galicia,8468,Galicia,Spain,"Galicia, Spain"
1153,2020-04-22,12,Galicia,8634,Galicia,Spain,"Galicia, Spain"
1154,2020-04-23,12,Galicia,8805,Galicia,Spain,"Galicia, Spain"
1155,2020-04-24,12,Galicia,8932,Galicia,Spain,"Galicia, Spain"
1156,2020-04-25,12,Galicia,9116,Galicia,Spain,"Galicia, Spain"
1157,2020-04-26,12,Galicia,9176,Galicia,Spain,"Galicia, Spain"
1158,2020-04-27,12,Galicia,9238,Galicia,Spain,"Galicia, Spain"
1159,2020-04-28,12,Galicia,9328,Galicia,Spain,"Galicia, Spain"
1160,2020-04-29,12,Galicia,9484,Galicia,Spain,"Galicia, Spain"
1161,2020-04-30,12,Galicia,9579,Galicia,Spain,"Galicia, Spain"
1162,2020-05-01,12,Galicia,9617,Galicia,Spain,"Galicia, Spain"
1163,2020-05-02,12,Galicia,9652,Galicia,Spain,"Galicia, Spain"
1164,2020-05-03,12,Galicia,9685,Galicia,Spain,"Galicia, Spain"
1165,2020-05-04,12,Galicia,9707,Galicia,Spain,"Galicia, Spain"
1166,2020-05-05,12,Galicia,9783,Galicia,Spain,"Galicia, Spain"
1167,2020-05-06,12,Galicia,9996,Galicia,Spain,"Galicia, Spain"
1168,2020-05-07,12,Galicia,10077,Galicia,Spain,"Galicia, Spain"
1169,2020-05-08,12,Galicia,10221,Galicia,Spain,"Galicia, Spain"
1170,2020-05-09,12,Galicia,10322,Galicia,Spain,"Galicia, Spain"
1171,2020-05-10,12,Galicia,10370,Galicia,Spain,"Galicia, Spain"
1172,2020-05-11,12,Galicia,10388,Galicia,Spain,"Galicia, Spain"
1173,2020-05-12,12,Galicia,10449,Galicia,Spain,"Galicia, Spain"
1174,2020-05-13,12,Galicia,10495,Galicia,Spain,"Galicia, Spain"
1175,2020-05-14,12,Galicia,10545,Galicia,Spain,"Galicia, Spain"
1176,2020-05-15,12,Galicia,10605,Galicia,Spain,"Galicia, Spain"
1177,2020-05-16,12,Galicia,10934,Galicia,Spain,"Galicia, Spain"
1178,2020-05-17,12,Galicia,10960,Galicia,Spain,"Galicia, Spain"
1179,2020-05-18,12,Galicia,10982,Galicia,Spain,"Galicia, Spain"
1180,2020-05-19,12,Galicia,11024,Galicia,Spain,"Galicia, Spain"
1181,2020-05-20,12,Galicia,11081,Galicia,Spain,"Galicia, Spain"
1182,2020-05-21,12,Galicia,11103,Galicia,Spain,"Galicia, Spain"
1183,2020-02-21,13,Madrid,1,Madrid,Spain,"Madrid, Spain"
1184,2020-02-22,13,Madrid,1,Madrid,Spain,"Madrid, Spain"
1185,2020-02-23,13,Madrid,1,Madrid,Spain,"Madrid, Spain"
1186,2020-02-24,13,Madrid,1,Madrid,Spain,"Madrid, Spain"
1187,2020-02-25,13,Madrid,1,Madrid,Spain,"Madrid, Spain"
1188,2020-02-26,13,Madrid,2,Madrid,Spain,"Madrid, Spain"
1189,2020-02-27,13,Madrid,6,Madrid,Spain,"Madrid, Spain"
1190,2020-02-28,13,Madrid,10,Madrid,Spain,"Madrid, Spain"
1191,2020-02-29,13,Madrid,20,Madrid,Spain,"Madrid, Spain"
1192,2020-03-01,13,Madrid,27,Madrid,Spain,"Madrid, Spain"
1193,2020-03-02,13,Madrid,53,Madrid,Spain,"Madrid, Spain"
1194,2020-03-03,13,Madrid,96,Madrid,Spain,"Madrid, Spain"
1195,2020-03-04,13,Madrid,142,Madrid,Spain,"Madrid, Spain"
1196,2020-03-05,13,Madrid,199,Madrid,Spain,"Madrid, Spain"
1197,2020-03-06,13,Madrid,311,Madrid,Spain,"Madrid, Spain"
1198,2020-03-07,13,Madrid,515,Madrid,Spain,"Madrid, Spain"
1199,2020-03-08,13,Madrid,738,Madrid,Spain,"Madrid, Spain"
1200,2020-03-09,13,Madrid,1003,Madrid,Spain,"Madrid, Spain"
1201,2020-03-10,13,Madrid,1508,Madrid,Spain,"Madrid, Spain"
1202,2020-03-11,13,Madrid,2213,Madrid,Spain,"Madrid, Spain"
1203,2020-03-12,13,Madrid,2943,Madrid,Spain,"Madrid, Spain"
1204,2020-03-13,13,Madrid,3732,Madrid,Spain,"Madrid, Spain"
1205,2020-03-14,13,Madrid,4672,Madrid,Spain,"Madrid, Spain"
1206,2020-03-15,13,Madrid,5576,Madrid,Spain,"Madrid, Spain"
1207,2020-03-16,13,Madrid,6392,Madrid,Spain,"Madrid, Spain"
1208,2020-03-17,13,Madrid,7653,Madrid,Spain,"Madrid, Spain"
1209,2020-03-18,13,Madrid,9601,Madrid,Spain,"Madrid, Spain"
1210,2020-03-19,13,Madrid,11356,Madrid,Spain,"Madrid, Spain"
1211,2020-03-20,13,Madrid,13399,Madrid,Spain,"Madrid, Spain"
1212,2020-03-21,13,Madrid,15722,Madrid,Spain,"Madrid, Spain"
1213,2020-03-22,13,Madrid,17397,Madrid,Spain,"Madrid, Spain"
1214,2020-03-23,13,Madrid,18900,Madrid,Spain,"Madrid, Spain"
1215,2020-03-24,13,Madrid,21569,Madrid,Spain,"Madrid, Spain"
1216,2020-03-25,13,Madrid,24475,Madrid,Spain,"Madrid, Spain"
1217,2020-03-26,13,Madrid,27422,Madrid,Spain,"Madrid, Spain"
1218,2020-03-27,13,Madrid,30796,Madrid,Spain,"Madrid, Spain"
1219,2020-03-28,13,Madrid,33162,Madrid,Spain,"Madrid, Spain"
1220,2020-03-29,13,Madrid,34189,Madrid,Spain,"Madrid, Spain"
1221,2020-03-30,13,Madrid,35061,Madrid,Spain,"Madrid, Spain"
1222,2020-03-31,13,Madrid,37607,Madrid,Spain,"Madrid, Spain"
1223,2020-04-01,13,Madrid,39409,Madrid,Spain,"Madrid, Spain"
1224,2020-04-02,13,Madrid,41199,Madrid,Spain,"Madrid, Spain"
1225,2020-04-03,13,Madrid,43038,Madrid,Spain,"Madrid, Spain"
1226,2020-04-04,13,Madrid,44779,Madrid,Spain,"Madrid, Spain"
1227,2020-04-05,13,Madrid,45671,Madrid,Spain,"Madrid, Spain"
1228,2020-04-06,13,Madrid,46197,Madrid,Spain,"Madrid, Spain"
1229,2020-04-07,13,Madrid,47763,Madrid,Spain,"Madrid, Spain"
1230,2020-04-08,13,Madrid,49160,Madrid,Spain,"Madrid, Spain"
1231,2020-04-09,13,Madrid,50580,Madrid,Spain,"Madrid, Spain"
1232,2020-04-10,13,Madrid,51535,Madrid,Spain,"Madrid, Spain"
1233,2020-04-11,13,Madrid,52400,Madrid,Spain,"Madrid, Spain"
1234,2020-04-12,13,Madrid,52944,Madrid,Spain,"Madrid, Spain"
1235,2020-04-13,13,Madrid,53285,Madrid,Spain,"Madrid, Spain"
1236,2020-04-14,13,Madrid,54287,Madrid,Spain,"Madrid, Spain"
1237,2020-04-15,13,Madrid,55398,Madrid,Spain,"Madrid, Spain"
1238,2020-04-16,13,Madrid,56304,Madrid,Spain,"Madrid, Spain"
1239,2020-04-17,13,Madrid,57157,Madrid,Spain,"Madrid, Spain"
1240,2020-04-18,13,Madrid,57978,Madrid,Spain,"Madrid, Spain"
1241,2020-04-19,13,Madrid,60941,Madrid,Spain,"Madrid, Spain"
1242,2020-04-20,13,Madrid,61336,Madrid,Spain,"Madrid, Spain"
1243,2020-04-21,13,Madrid,61972,Madrid,Spain,"Madrid, Spain"
1244,2020-04-22,13,Madrid,62904,Madrid,Spain,"Madrid, Spain"
1245,2020-04-23,13,Madrid,64050,Madrid,Spain,"Madrid, Spain"
1246,2020-04-24,13,Madrid,64634,Madrid,Spain,"Madrid, Spain"
1247,2020-04-25,13,Madrid,65310,Madrid,Spain,"Madrid, Spain"
1248,2020-04-26,13,Madrid,65546,Madrid,Spain,"Madrid, Spain"
1249,2020-04-27,13,Madrid,66007,Madrid,Spain,"Madrid, Spain"
1250,2020-04-28,13,Madrid,66784,Madrid,Spain,"Madrid, Spain"
1251,2020-04-29,13,Madrid,67460,Madrid,Spain,"Madrid, Spain"
1252,2020-04-30,13,Madrid,67942,Madrid,Spain,"Madrid, Spain"
1253,2020-05-01,13,Madrid,68356,Madrid,Spain,"Madrid, Spain"
1254,2020-05-02,13,Madrid,68537,Madrid,Spain,"Madrid, Spain"
1255,2020-05-03,13,Madrid,68654,Madrid,Spain,"Madrid, Spain"
1256,2020-05-04,13,Madrid,68766,Madrid,Spain,"Madrid, Spain"
1257,2020-05-05,13,Madrid,69178,Madrid,Spain,"Madrid, Spain"
1258,2020-05-06,13,Madrid,69509,Madrid,Spain,"Madrid, Spain"
1259,2020-05-07,13,Madrid,69885,Madrid,Spain,"Madrid, Spain"
1260,2020-05-08,13,Madrid,70125,Madrid,Spain,"Madrid, Spain"
1261,2020-05-09,13,Madrid,70407,Madrid,Spain,"Madrid, Spain"
1262,2020-05-10,13,Madrid,70516,Madrid,Spain,"Madrid, Spain"
1263,2020-05-11,13,Madrid,70570,Madrid,Spain,"Madrid, Spain"
1264,2020-05-12,13,Madrid,70764,Madrid,Spain,"Madrid, Spain"
1265,2020-05-13,13,Madrid,71064,Madrid,Spain,"Madrid, Spain"
1266,2020-05-14,13,Madrid,71273,Madrid,Spain,"Madrid, Spain"
1267,2020-05-15,13,Madrid,71616,Madrid,Spain,"Madrid, Spain"
1268,2020-05-16,13,Madrid,71932,Madrid,Spain,"Madrid, Spain"
